KeyCode,JPName,5桁銘柄コード,4桁銘柄Code
3629,株式会社クロス・マーケティング,36290,3629
3630,株式会社電算システム,36300,3630
3632,グリー株式会社,36320,3632
3633,ＧＭＯペパボ株式会社,36330,3633
3634,株式会社ソケッツ,36340,3634
3635,株式会社コーエーテクモホールディングス,36350,3635
3636,株式会社三菱総合研究所,36360,3636
3639,株式会社ボルテージ,36390,3639
3640,株式会社電算,36400,3640
3641,株式会社パピレス,36410,3641
3644,１ｓｔホールディングス株式会社,36440,3644
3645,株式会社メディカルネット,36450,3645
3646,株式会社駅探,36460,3646
3647,株式会社ジー・スリーホールディングス,36470,3647
3648,ＡＧＳ株式会社,36480,3648
3649,株式会社ファインデックス,36490,3649
3652,株式会社ディジタルメディアプロフェッショナル,36520,3652
3653,株式会社モルフォ,36530,3653
3654,株式会社ヒト・コミュニケーションズ,36540,3654
3655,株式会社ブレインパッド,36550,3655
3656,ＫＬａｂ株式会社,36560,3656
3657,ポールトゥウィン・ピットクルーホールディングス株式会社,36570,3657
3658,株式会社イーブックイニシアティブジャパン,36580,3658
3659,株式会社ネクソン,36590,3659
3660,株式会社アイスタイル,36600,3660
3661,株式会社エムアップ,36610,3661
3662,株式会社エイチーム,36620,3662
3663,アートスパークホールディングス株式会社,36630,3663
3664,株式会社モブキャスト,36640,3664
3665,株式会社エニグモ,36650,3665
3666,株式会社テクノスジャパン,36660,3666
3667,株式会社ｅｎｉｓｈ,36670,3667
3668,株式会社コロプラ,36680,3668
3669,モバイルクリエイト株式会社,36690,3669
3670,協立情報通信株式会社,36700,3670
3671,ソフトマックス株式会社,36710,3671
3672,株式会社オルトプラス,36720,3672
3673,株式会社ブロードリーフ,36730,3673
3674,株式会社オークファン,36740,3674
3675,株式会社クロス・マーケティンググループ,36750,3675
3676,株式会社ハーツユナイテッドグループ,36760,3676
3677,株式会社システム情報,36770,3677
3678,株式会社メディアドゥ,36780,3678
3679,株式会社じげん,36790,3679
3680,株式会社ホットリンク,36800,3680
3681,株式会社ブイキューブ,36810,3681
3682,エンカレッジ・テクノロジ株式会社,36820,3682
3683,株式会社サイバーリンクス,36830,3683
3685,株式会社みんなのウェディング,36850,3685
3686,株式会社ディー・エル・イー,36860,3686
3687,株式会社フィックスターズ,36870,3687
3688,株式会社ＶＯＹＡＧＥ　ＧＲＯＵＰ,36880,3688
3689,株式会社イグニス,36890,3689
3691,株式会社リアルワールド,36910,3691
3692,株式会社ＦＦＲＩ,36920,3692
3694,株式会社オプティム,36940,3694
3695,ＧＭＯリサーチ株式会社,36950,3695
3696,株式会社セレス,36960,3696
3697,株式会社ＳＨＩＦＴ,36970,3697
3698,株式会社ＣＲＩ・ミドルウェア,36980,3698
3708,特種東海製紙株式会社,37080,3708
3710,ジョルダン株式会社,37100,3710
3711,株式会社創通,37110,3711
3712,株式会社　情報企画,37120,3712
3719,株式会社ジェクシード,37190,3719
3723,日本ファルコム株式会社,37230,3723
3724,株式会社ベリサーブ,37240,3724
3726,株式会社フォーシーズホールディングス,37260,3726
3727,アプリックスＩＰホールディングス株式会社,37270,3727
3733,株式会社ソフトウェア・サービス,37330,3733
3734,株式会社インテア・ホールディングス,37340,3734
3738,株式会社ティーガイア,37380,3738
3739,コムシード株式会社,37390,3739
3741,株式会社セック,37410,3741
3742,ＩＴｂｏｏｋ株式会社,37420,3742
3744,サイオステクノロジー株式会社,37440,3744
3747,株式会社インタートレード,37470,3747
3750,セブンシーズホールディングス株式会社,37500,3750
3751,日本アジアグループ株式会社,37510,3751
3753,株式会社フライトホールディングス,37530,3753
3754,エキサイト株式会社,37540,3754
3756,株式会社豆蔵ホールディングス,37560,3756
3758,株式会社アエリア,37580,3758
3760,株式会社ケイブ,37600,3760
3762,テクマトリックス株式会社,37620,3762
3763,株式会社プロシップ,37630,3763
3765,ガンホー・オンライン・エンターテイメント株式会社,37650,3765
3766,システムズ・デザイン株式会社,37660,3766
3768,リスクモンスター株式会社,37680,3768
3769,ＧＭＯペイメントゲートウェイ株式会社,37690,3769
3770,株式会社ザッパラス,37700,3770
3771,株式会社システムリサーチ,37710,3771
3772,ウェルス・マネジメント株式会社,37720,3772
3773,株式会社アドバンスト・メディア,37730,3773
3774,株式会社インターネットイニシアティブ,37740,3774
3775,株式会社ガイアックス,37750,3775
3776,株式会社ブロードバンドタワー,37760,3776
3777,株式会社ジオネクスト,37770,3777
3778,さくらインターネット株式会社,37780,3778
3779,ジェイ・エスコムホールディングス株式会社,37790,3779
3782,株式会社ディー・ディー・エス,37820,3782
3784,株式会社ヴィンクス,37840,3784
3787,株式会社テクノマセマティカル,37870,3787
3788,ＧＭＯクラウド株式会社,37880,3788
3791,株式会社ＩＧポート,37910,3791
3793,株式会社ドリコム,37930,3793
3794,エヌ・デーソフトウェア株式会社,37940,3794
3796,株式会社いい生活,37960,3796
3798,ＵＬＳグループ株式会社,37980,3798
3799,キーウェアソリューションズ株式会社,37990,3799
3800,株式会社ユニリタ,38000,3800
3802,株式会社エコミック,38020,3802
3803,イメージ情報開発株式会社,38030,3803
3804,株式会社システム　ディ,38040,3804
3807,株式会社フィスコ,38070,3807
3808,株式会社オウケイウェイヴ,38080,3808
3810,サイバーステップ株式会社,38100,3810
3814,株式会社アルファクス・フード・システム,38140,3814
3815,株式会社メディア工房,38150,3815
3816,株式会社大和コンピューター,38160,3816
3817,株式会社ＳＲＡホールディングス,38170,3817
3822,株式会社Ｍｉｎｏｒｉソリューションズ,38220,3822
3823,株式会社アクロディア,38230,3823
3824,メディアファイブ株式会社,38240,3824
3825,株式会社リミックスポイント,38250,3825
3826,株式会社システムインテグレータ,38260,3826
3828,ニフティ株式会社,38280,3828
3830,株式会社ギガプライズ,38300,3830
3832,株式会社Ｔ＆Ｃメディカルサイエンス,38320,3832
3834,株式会社朝日ネット,38340,3834
3835,ｅＢＡＳＥ株式会社,38350,3835
3836,株式会社アバント,38360,3836
3837,アドソル日進株式会社,38370,3837
3839,株式会社ＯＤＫソリューションズ,38390,3839
3840,パス株式会社,38400,3840
3841,株式会社ジーダット,38410,3841
3842,株式会社ネクストジェン,38420,3842
3843,フリービット株式会社,38430,3843
3844,コムチュア株式会社,38440,3844
3845,株式会社アイフリーク　モバイル,38450,3845
3847,パシフィックシステム株式会社,38470,3847
3848,株式会社データ・アプリケーション,38480,3848
3849,日本テクノ・ラボ株式会社,38490,3849
3850,株式会社エヌ・ティ・ティ・データ・イントラマート,38500,3850
3851,株式会社日本一ソフトウェア,38510,3851
3852,サイバーコム株式会社,38520,3852
3853,インフォテリア株式会社,38530,3853
3854,株式会社アイル,38540,3854
3856,リアルコム株式会社,38560,3856
3857,株式会社ラック,38570,3857
3858,株式会社ユビキタス,38580,3858
3861,王子ホールディングス株式会社,38610,3861
3863,日本製紙株式会社,38630,3863
3864,三菱製紙株式会社,38640,3864
3865,北越紀州製紙株式会社,38650,3865
3877,中越パルプ工業株式会社,38770,3877
3878,株式会社巴川製紙所,38780,3878
3880,大王製紙株式会社,38800,3880
3891,ニッポン高度紙工業株式会社,38910,3891
3892,株式会社岡山製紙,38920,3892
3895,ハビックス株式会社,38950,3895
3896,阿波製紙株式会社,38960,3896
3900,株式会社クラウドワークス,39000,3900
3901,マークラインズ株式会社,39010,3901
3902,メディカル・データ・ビジョン株式会社,39020,3902
3903,株式会社ｇｕｍｉ,39030,3903
3904,株式会社カヤック,39040,3904
3905,データセクション株式会社,39050,3905
3906,株式会社ＡＬＢＥＲＴ,39060,3906
3907,シリコンスタジオ株式会社,39070,3907
3908,株式会社コラボス,39080,3908
3909,株式会社ショーケース・ティービー,39090,3909
3910,株式会社エムケイシステム,39100,3910
3911,株式会社Ａｉｍｉｎｇ,39110,3911
3912,株式会社モバイルファクトリー,39120,3912
3913,株式会社ｓＭｅｄｉｏ,39130,3913
3914,ＪＩＧ－ＳＡＷ株式会社,39140,3914
3915,株式会社テラスカイ,39150,3915
3916,デジタル・インフォメーション・テクノロジー株式会社,39160,3916
3917,株式会社アイリッジ,39170,3917
3918,ＰＣＩホールディングス株式会社,39180,3918
3919,パイプドＨＤ株式会社,39190,3919
3920,アイビーシー株式会社,39200,3920
3921,株式会社ネオジャパン,39210,3921
3922,株式会社ＰＲ　ＴＩＭＥＳ,39220,3922
3923,株式会社ラクス,39230,3923
3924,株式会社ランドコンピュータ,39240,3924
3925,株式会社ダブルスタンダード,39250,3925
3926,株式会社オープンドア,39260,3926
3927,株式会社アークン,39270,3927
3928,株式会社マイネット,39280,3928
3929,ソーシャルワイヤー株式会社,39290,3929
3930,株式会社はてな,39300,3930
3931,株式会社バリューゴルフ,39310,3931
3932,株式会社アカツキ,39320,3932
3933,チエル株式会社,39330,3933
3934,株式会社ベネフィットジャパン,39340,3934
3935,株式会社エディア,39350,3935
3936,株式会社グローバルウェイ,39360,3936
3937,株式会社ＡＷＳホールディングス,39370,3937
3938,ＬＩＮＥ株式会社,39380,3938
3939,株式会社カナミックネットワーク,39390,3939
3940,株式会社ノムラシステムコーポレーション,39400,3940
3941,レンゴー株式会社,39410,3941
3943,大石産業株式会社,39430,3943
3944,古林紙工株式会社,39440,3944
3945,スーパーバッグ株式会社,39450,3945
3946,株式会社トーモク,39460,3946
3947,ダイナパック株式会社,39470,3947
3948,光ビジネスフォーム株式会社,39480,3948
3950,ザ・パック株式会社,39500,3950
3951,朝日印刷株式会社,39510,3951
3952,中央紙器工業株式会社,39520,3952
3953,大村紙業株式会社,39530,3953
3954,昭和パックス株式会社,39540,3954
3955,株式会社イムラ封筒,39550,3955
3956,国際チャート株式会社,39560,3956
3960,株式会社バリューデザイン,39600,3960
3961,シルバーエッグ・テクノロジー株式会社,39610,3961
3962,株式会社チェンジ,39620,3962
3963,株式会社シンクロ・フード,39630,3963
3965,株式会社キャピタル・アセット・プランニング,39650,3965
3966,株式会社ユーザベース,39660,3966
3967,株式会社エルテス,39670,3967
3968,セグエグループ株式会社,39680,3968
3969,株式会社エイトレッド,39690,3969
3970,株式会社イノベーション,39700,3970
3974,株式会社ティビィシィ・スキヤツト,39740,3974
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ　株式会社,39750,3975
3976,株式会社シャノン,39760,3976
4004,昭和電工株式会社,40040,4004
4005,住友化学株式会社,40050,4005
4008,住友精化株式会社,40080,4008
4021,日産化学工業株式会社,40210,4021
4022,ラサ工業株式会社,40220,4022
4023,株式会社クレハ,40230,4023
4025,多木化学株式会社,40250,4025
4026,神島化学工業株式会社,40260,4026
4027,テイカ株式会社,40270,4027
4028,石原産業株式会社,40280,4028
4031,片倉コープアグリ株式会社,40310,4031
4033,日東エフシー株式会社,40330,4033
4041,日本曹達株式会社,40410,4041
4042,東ソー株式会社,40420,4042
4043,株式会社トクヤマ,40430,4043
4044,セントラル硝子株式会社,40440,4044
4045,東亞合成株式会社,40450,4045
4046,株式会社大阪ソーダ,40460,4046
4047,関東電化工業株式会社,40470,4047
4061,デンカ株式会社,40610,4061
4062,イビデン株式会社,40620,4062
4063,信越化学工業株式会社,40630,4063
4064,日本カーバイド工業株式会社,40640,4064
4078,堺化学工業株式会社,40780,4078
4080,株式会社田中化学研究所,40800,4080
4082,第一稀元素化学工業株式会社,40820,4082
4088,エア・ウォーター株式会社,40880,4088
4091,大陽日酸株式会社,40910,4091
4092,日本化学工業株式会社,40920,4092
4093,東邦アセチレン株式会社,40930,4093
4094,日本化学産業株式会社,40940,4094
4095,日本パーカライジング株式会社,40950,4095
4097,高圧ガス工業株式会社,40970,4097
4098,チタン工業株式会社,40980,4098
4099,四国化成工業株式会社,40990,4099
4100,戸田工業株式会社,41000,4100
4102,丸尾カルシウム株式会社,41020,4102
4107,伊勢化学工業株式会社,41070,4107
4109,ステラケミファ株式会社,41090,4109
4112,保土谷化学工業株式会社,41120,4112
4113,田岡化学工業株式会社,41130,4113
4114,株式会社日本触媒,41140,4114
4115,本州化学工業株式会社,41150,4115
4116,大日精化工業株式会社,41160,4116
4117,川崎化成工業株式会社,41170,4117
4118,株式会社カネカ,41180,4118
4119,日本ピグメント株式会社,41190,4119
4120,スガイ化学工業株式会社,41200,4120
4151,協和発酵キリン株式会社,41510,4151
4182,三菱瓦斯化学株式会社,41820,4182
4183,三井化学株式会社,41830,4183
4185,ＪＳＲ株式会社,41850,4185
4186,東京応化工業株式会社,41860,4186
4187,大阪有機化学工業株式会社,41870,4187
4188,株式会社三菱ケミカルホールディングス,41880,4188
4189,ＫＨネオケム株式会社,41890,4189
4202,株式会社ダイセル,42020,4202
4203,住友ベークライト株式会社,42030,4203
4204,積水化学工業株式会社,42040,4204
4205,日本ゼオン株式会社,42050,4205
4206,アイカ工業株式会社,42060,4206
4208,宇部興産株式会社,42080,4208
4212,積水樹脂株式会社,42120,4212
4215,タキロン株式会社,42150,4215
4216,旭有機材株式会社,42160,4216
4217,日立化成株式会社,42170,4217
4218,ニチバン株式会社,42180,4218
4220,リケンテクノス株式会社,42200,4220
4221,大倉工業株式会社,42210,4221
4222,児玉化学工業株式会社,42220,4222
4224,ロンシール工業株式会社,42240,4224
4228,積水化成品工業株式会社,42280,4228
4229,群栄化学工業株式会社,42290,4229
4231,タイガースポリマー株式会社,42310,4231
4234,株式会社サンエー化研,42340,4234
4235,第一化成株式会社,42350,4235
4237,フジプレアム株式会社,42370,4237
4238,ミライアル株式会社,42380,4238
4239,株式会社ポラテクノ,42390,4239
4240,クラスターテクノロジー株式会社,42400,4240
4241,株式会社アテクト,42410,4241
4242,株式会社タカギセイコー,42420,4242
4243,株式会社ニックス,42430,4243
4246,ダイキョーニシカワ株式会社,42460,4246
4247,ポバール興業株式会社,42470,4247
4248,竹本容器株式会社,42480,4248
4271,日本カーリット株式会社,42710,4271
4272,日本化薬株式会社,42720,4272
4274,細谷火工株式会社,42740,4274
4275,カーリットホールディングス株式会社,42750,4275
4282,ＥＰＳホールディングス株式会社,42820,4282
4284,株式会社　ソルクシーズ,42840,4284
4286,株式会社レッグス,42860,4286
4287,株式会社ジャストプランニング,42870,4287
4288,株式会社アズジェント,42880,4288
4290,株式会社プレステージ・インターナショナル,42900,4290
4291,株式会社ＪＩＥＣ,42910,4291
4293,株式会社セプテーニ・ホールディングス,42930,4293
4295,株式会社フェイス,42950,4295
4298,株式会社プロトコーポレーション,42980,4298
4299,株式会社ハイマックス,42990,4299
4301,株式会社アミューズ,43010,4301
4304,株式会社Ｅストアー,43040,4304
4307,株式会社野村総合研究所,43070,4307
4308,株式会社Ｊストリーム,43080,4308
4310,株式会社ドリームインキュベータ,43100,4310
4312,サイバネットシステム株式会社,43120,4312
4316,株式会社ビーマップ,43160,4316
4317,株式会社レイ,43170,4317
4318,株式会社クイック,43180,4318
4319,ＴＡＣ株式会社,43190,4319
4320,株式会社ＣＥホールディングス,43200,4320
4321,ケネディクス株式会社,43210,4321
4323,日本システム技術株式会社,43230,4323
4324,株式会社　電通,43240,4324
4326,株式会社インテージホールディングス,43260,4326
4327,日本エス・エイチ・エル株式会社,43270,4327
4331,株式会社テイクアンドギヴ・ニーズ,43310,4331
4333,株式会社東邦システムサイエンス,43330,4333
4334,株式会社ユークス,43340,4334
4335,株式会社アイ・ピー・エス,43350,4335
4336,株式会社クリエアナブキ,43360,4336
4337,ぴあ株式会社,43370,4337
4340,株式会社シンプレクス・ホールディングス,43400,4340
4341,西菱電機株式会社,43410,4341
4342,セコム上信越株式会社,43420,4342
4343,株式会社イオンファンタジー,43430,4343
4344,ソースネクスト株式会社,43440,4344
4345,株式会社シーティーエス,43450,4345
4346,株式会社ネクシィーズグループ,43460,4346
4347,ブロードメディア株式会社,43470,4347
4348,インフォコム株式会社,43480,4348
4349,株式会社テスク,43490,4349
4350,株式会社　メディカルシステムネットワーク,43500,4350
4351,株式会社山田債権回収管理総合事務所,43510,4351
4355,ロングライフホールディング株式会社,43550,4355
4356,応用技術株式会社,43560,4356
4358,株式会社ティー・ワイ・オー,43580,4358
4361,川口化学工業株式会社,43610,4361
4362,日本精化株式会社,43620,4362
4364,マナック株式会社,43640,4364
4365,松本油脂製薬株式会社,43650,4365
4366,ダイトーケミックス株式会社,43660,4366
4367,広栄化学工業株式会社,43670,4367
4368,扶桑化学工業株式会社,43680,4368
4369,株式会社　トリケミカル研究所,43690,4369
4401,株式会社ＡＤＥＫＡ,44010,4401
4403,日油株式会社,44030,4403
4404,ミヨシ油脂株式会社,44040,4404
4406,新日本理化株式会社,44060,4406
4409,東邦化学工業株式会社,44090,4409
4410,ハリマ化成グループ株式会社,44100,4410
4452,花王株式会社,44520,4452
4461,第一工業製薬株式会社,44610,4461
4462,石原ケミカル株式会社,44620,4462
4463,日華化学株式会社,44630,4463
4464,株式会社ソフト９９コーポレーション,44640,4464
4465,株式会社ニイタカ,44650,4465
4471,三洋化成工業株式会社,44710,4471
4502,武田薬品工業株式会社,45020,4502
4503,アステラス製薬株式会社,45030,4503
4506,大日本住友製薬株式会社,45060,4506
4507,塩野義製薬株式会社,45070,4507
4508,田辺三菱製薬株式会社,45080,4508
4512,わかもと製薬株式会社,45120,4512
4514,あすか製薬株式会社,45140,4514
4516,日本新薬株式会社,45160,4516
4517,ビオフェルミン製薬株式会社,45170,4517
4519,中外製薬株式会社,45190,4519
4521,科研製薬株式会社,45210,4521
4523,エーザイ株式会社,45230,4523
4524,森下仁丹株式会社,45240,4524
4526,理研ビタミン株式会社,45260,4526
4527,ロート製薬株式会社,45270,4527
4528,小野薬品工業株式会社,45280,4528
4530,久光製薬株式会社,45300,4530
4531,有機合成薬品工業株式会社,45310,4531
4534,持田製薬株式会社,45340,4534
4536,参天製薬株式会社,45360,4536
4538,扶桑薬品工業株式会社,45380,4538
4539,日本ケミファ株式会社,45390,4539
4540,株式会社ツムラ,45400,4540
4541,日医工株式会社,45410,4541
4543,テルモ株式会社,45430,4543
4544,みらかホールディングス株式会社,45440,4544
4547,キッセイ薬品工業株式会社,45470,4547
4548,生化学工業株式会社,45480,4548
4549,栄研化学株式会社,45490,4549
4550,日水製薬株式会社,45500,4550
4551,鳥居薬品株式会社,45510,4551
4552,ＪＣＲファーマ株式会社,45520,4552
4553,東和薬品株式会社,45530,4553
4554,富士製薬工業株式会社,45540,4554
4555,沢井製薬株式会社,45550,4555
4556,株式会社カイノス,45560,4556
4557,株式会社医学生物学研究所,45570,4557
4558,株式会社中京医薬品,45580,4558
4559,ゼリア新薬工業株式会社,45590,4559
4563,アンジェス　ＭＧ株式会社,45630,4563
4564,オンコセラピー・サイエンス株式会社,45640,4564
4565,そーせいグループ株式会社,45650,4565
4568,第一三共株式会社,45680,4568
4569,キョーリン製薬ホールディングス株式会社,45690,4569
4570,株式会社免疫生物研究所,45700,4570
4571,ナノキャリア株式会社,45710,4571
4572,カルナバイオサイエンス株式会社,45720,4572
4574,大幸薬品株式会社,45740,4574
4575,株式会社キャンバス,45750,4575
4576,株式会社デ・ウエスタン・セラピテクス研究所,45760,4576
4577,ダイト株式会社,45770,4577
4578,大塚ホールディングス株式会社,45780,4578
4579,ラクオリア創薬株式会社,45790,4579
4581,大正製薬ホールディングス株式会社,45810,4581
4582,シンバイオ製薬株式会社,45820,4582
4583,株式会社カイオム・バイオサイエンス,45830,4583
4584,株式会社ジーンテクノサイエンス,45840,4584
4585,株式会社ＵＭＮファーマ,45850,4585
4586,株式会社メドレックス,45860,4586
4587,ペプチドリーム株式会社,45870,4587
4588,オンコリスバイオファーマ株式会社,45880,4588
4589,アキュセラ・インク（Ａｃｕｃｅｌａ　Ｉｎｃ．）,45890,4589
4591,株式会社リボミック,45910,4591
4592,サンバイオ株式会社,45920,4592
4593,株式会社ヘリオス,45930,4593
4594,株式会社グリーンペプタイド,45940,4594
4595,株式会社ミズホメディー,45950,4595
4596,窪田製薬ホールディングス株式会社,45960,4596
4611,大日本塗料株式会社,46110,4611
4612,日本ペイントホールディングス株式会社,46120,4612
4613,関西ペイント株式会社,46130,4613
4615,神東塗料株式会社,46150,4615
4616,川上塗料株式会社,46160,4616
4617,中国塗料株式会社,46170,4617
4619,日本特殊塗料株式会社,46190,4619
4620,藤倉化成株式会社,46200,4620
4621,ロックペイント株式会社,46210,4621
4623,株式会社アサヒペン,46230,4623
4624,イサム塗料株式会社,46240,4624
4625,アトミクス株式会社,46250,4625
4626,太陽ホールディングス株式会社,46260,4626
4627,ナトコ株式会社,46270,4627
4628,エスケー化研株式会社,46280,4628
4629,大伸化学株式会社,46290,4629
4631,ＤＩＣ株式会社,46310,4631
4633,サカタインクス株式会社,46330,4633
4634,東洋インキＳＣホールディングス株式会社,46340,4634
4635,東京インキ株式会社,46350,4635
4636,株式会社Ｔ＆Ｋ　ＴＯＫＡ,46360,4636
4640,アンドール株式会社,46400,4640
4641,株式会社アルプス技研,46410,4641
4642,オリジナル設計株式会社,46420,4642
4644,イマジニア株式会社,46440,4644
4645,株式会社市進ホールディングス,46450,4645
4649,大成株式会社,46490,4649
4650,ＳＤエンターテイメント株式会社,46500,4650
4651,株式会社サニックス,46510,4651
4653,株式会社ダイオーズ,46530,4653
4656,株式会社　サン・ライフ,46560,4656
4657,株式会社環境管理センター,46570,4657
4658,日本空調サービス株式会社,46580,4658
4659,株式会社エイジス,46590,4659
4661,株式会社オリエンタルランド,46610,4661
4662,株式会社フォーカスシステムズ,46620,4662
4664,株式会社アール・エス・シー,46640,4664
4665,株式会社ダスキン,46650,4665
4666,パーク二四株式会社（定款上の商号　パーク２４株式会社）,46660,4666
4667,アイサンテクノロジー株式会社,46670,4667
4668,株式会社明光ネットワークジャパン,46680,4668
4669,株式会社ニッパンレンタル,46690,4669
4671,株式会社ファルコホールディングス,46710,4671
4673,川崎地質株式会社,46730,4673
4674,株式会社クレスコ,46740,4674
4676,株式会社フジ・メディア・ホールディングス,46760,4676
4678,株式会社　秀英予備校,46780,4678
4679,株式会社　田　谷,46790,4679
4680,株式会社ラウンドワン,46800,4680
4681,リゾートトラスト株式会社,46810,4681
4684,株式会社オービック,46840,4684
4685,株式会社菱友システムズ,46850,4685
4686,株式会社ジャストシステム,46860,4686
4687,ＴＤＣソフトウェアエンジニアリング株式会社,46870,4687
4689,ヤフー株式会社,46890,4689
4690,日本パレットプール株式会社,46900,4690
4694,株式会社ビー・エム・エル,46940,4694
4695,株式会社マイスターエンジニアリング,46950,4695
4696,ワタベウェディング株式会社,46960,4696
4699,ウチダエスコ株式会社,46990,4699
4704,トレンドマイクロ株式会社,47040,4704
4705,株式会社クリップコーポレーション,47050,4705
4707,株式会社キタック,47070,4707
4708,りらいあコミュニケーションズ株式会社,47080,4708
4709,株式会社インフォメーション・ディベロプメント,47090,4709
4712,アドアーズ株式会社,47120,4712
4714,株式会社　リソー教育,47140,4714
4716,日本オラクル株式会社,47160,4716
4718,株式会社早稲田アカデミー,47180,4718
4719,株式会社アルファシステムズ,47190,4719
4720,株式会社城南進学研究社,47200,4720
4722,フューチャー株式会社,47220,4722
4725,株式会社ＣＡＣ　Ｈｏｌｄｉｎｇｓ,47250,4725
4726,ソフトバンク・テクノロジー株式会社,47260,4726
4728,株式会社トーセ,47280,4728
4732,株式会社ユー・エス・エス,47320,4732
4733,株式会社オービックビジネスコンサルタント,47330,4733
4734,株式会社ビーイング,47340,4734
4735,株式会社京進,47350,4735
4736,日本ラッド株式会社,47360,4736
4739,伊藤忠テクノソリューションズ株式会社,47390,4739
4743,株式会社アイティフォー,47430,4743
4745,株式会社東京個別指導学院,47450,4745
4746,株式会社東計電算,47460,4746
4748,株式会社　構造計画研究所,47480,4748
4750,株式会社ダイサン,47500,4750
4751,株式会社サイバーエージェント,47510,4751
4752,株式会社　昭和システムエンジニアリング,47520,4752
4754,株式会社トスネット,47540,4754
4755,楽天株式会社,47550,4755
4760,株式会社アルファ,47600,4760
4761,株式会社さくらケーシーエス,47610,4761
4762,株式会社エックスネット,47620,4762
4763,株式会社クリーク・アンド・リバー社,47630,4763
4764,株式会社デジタルデザイン,47640,4764
4765,モーニングスター株式会社,47650,4765
4766,株式会社　ピーエイ,47660,4766
4767,株式会社テー・オー・ダブリュー,47670,4767
4768,株式会社　大塚商会,47680,4768
4769,株式会社インフォメーションクリエーティブ,47690,4769
4770,図研エルミック株式会社,47700,4770
4771,株式会社エフアンドエム,47710,4771
4772,株式会社デジタルアドベンチャー,47720,4772
4775,総合メディカル株式会社,47750,4775
4776,サイボウズ株式会社,47760,4776
4777,株式会社ガーラ,47770,4777
4779,ソフトブレーン株式会社,47790,4779
4781,日本ハウズイング株式会社,47810,4781
4783,日本コンピュータ・ダイナミクス株式会社,47830,4783
4784,ＧＭＯアドパートナーズ株式会社,47840,4784
4792,山田コンサルティンググループ株式会社,47920,4792
4793,株式会社富士通ビー・エス・シー,47930,4793
4800,オリコン株式会社,48000,4800
4801,セントラルスポーツ株式会社,48010,4801
4809,パラカ株式会社,48090,4809
4812,株式会社電通国際情報サービス,48120,4812
4813,株式会社ＡＣＣＥＳＳ,48130,4813
4814,ネクストウェア株式会社,48140,4814
4816,東映アニメーション株式会社,48160,4816
4819,株式会社デジタルガレージ,48190,4819
4820,株式会社イーエムシステムズ（商号　株式会社ＥＭシステムズ）,48200,4820
4824,株式会社メディアシーク,48240,4824
4825,株式会社ウェザーニューズ,48250,4825
4826,株式会社ＣＩＪ,48260,4826
4827,ビジネス・ワンホールディングス株式会社,48270,4827
4828,東洋ビジネスエンジニアリング株式会社,48280,4828
4829,日本エンタープライズ株式会社,48290,4829
4832,ＪＦＥシステムズ株式会社,48320,4832
4833,株式会社ぱど,48330,4833
4834,キャリアバンク株式会社,48340,4834
4837,シダックス株式会社,48370,4837
4838,株式会社スペースシャワーネットワーク,48380,4838
4839,株式会社ＷＯＷＯＷ,48390,4839
4840,株式会社トライアイズ,48400,4840
4842,株式会社ＵＳＥＮ,48420,4842
4845,株式会社スカラ,48450,4845
4847,株式会社インテリジェント　ウェイブ,48470,4847
4848,株式会社フルキャストホールディングス,48480,4848
4849,エン・ジャパン株式会社,48490,4849
4850,ザ・ダウ・ケミカル・カンパニー,48500,4850
4875,メディシノバ・インク,48750,4875
4901,富士フイルムホールディングス株式会社,49010,4901
4902,コニカミノルタ株式会社,49020,4902
4911,株式会社資生堂,49110,4911
4912,ライオン株式会社,49120,4912
4914,高砂香料工業株式会社,49140,4914
4917,株式会社マンダム,49170,4917
4918,株式会社アイビー化粧品,49180,4918
4919,株式会社ミルボン,49190,4919
4920,株式会社日本色材工業研究所,49200,4920
4921,株式会社ファンケル,49210,4921
4922,株式会社コーセー,49220,4922
4923,コタ株式会社,49230,4923
4924,株式会社シーズ・ホールディングス,49240,4924
4925,株式会社ハーバー研究所,49250,4925
4926,株式会社シーボン,49260,4926
4927,株式会社ポーラ・オルビスホールディングス,49270,4927
4928,株式会社ノエビアホールディングス,49280,4928
4929,株式会社アジュバンコスメジャパン,49290,4929
4951,エステー株式会社,49510,4951
4952,株式会社エス・ディー・エス　バイオテック,49520,4952
4955,アグロ　カネショウ株式会社,49550,4955
4956,コニシ株式会社,49560,4956
4957,ヤスハラケミカル株式会社,49570,4957
4958,長谷川香料株式会社,49580,4958
4960,ケミプロ化成株式会社,49600,4960
4962,互応化学工業株式会社,49620,4962
4963,星光ＰＭＣ株式会社,49630,4963
4965,曽田香料株式会社,49650,4965
4966,上村工業株式会社,49660,4966
4967,小林製薬株式会社,49670,4967
4968,荒川化学工業株式会社,49680,4968
4970,東洋合成工業株式会社,49700,4970
4971,メック株式会社,49710,4971
4972,綜研化学株式会社,49720,4972
4973,日本高純度化学株式会社,49730,4973
4974,タカラバイオ株式会社,49740,4974
4975,株式会社ＪＣＵ,49750,4975
4976,東洋ドライルーブ株式会社,49760,4976
4977,新田ゼラチン株式会社,49770,4977
4978,株式会社リプロセル,49780,4978
4979,ＯＡＴアグリオ株式会社,49790,4979
4980,デクセリアルズ株式会社,49800,4980
